trip_distance,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id,month,day,day_of_week,hour_of_day,trip_duration
8.28,2,28,0,0.5,0,0,0.3,28.8,79,173,7,7,5,9,1673
7.9,2,24.5,0.5,0.5,0,0,0.3,25.8,264,264,7,19,3,2,2672
9.8,1,35,1,0.5,8.5,5.76,0.3,51.06,138,238,9,4,1,16,2596
8.1,1,26.5,0.5,0.5,0,0,0.3,27.8,230,243,9,7,4,21,3962.000000000001
11.74,1,39.5,0,0.5,11.52,5.76,0.3,57.58,138,79,12,8,5,19,2185
6.38,1,27.5,0,0.5,7.08,0,0.3,35.38,48,25,5,1,1,13,1644
8.9,1,32,0.5,0.5,6.65,0,0.3,39.95,138,37,10,15,0,22,2510
11.31,2,36,1,0.5,0,0,0.3,37.8,132,171,10,29,0,16,78
11.1,2,39,1,0.5,0,5.76,0.3,46.56,161,181,3,19,0,17,1493
8.8,2,31,0,0.5,0,5.76,0.3,37.56,138,237,11,8,3,12,1187
0.12,1,2.5,0,0.5,0.66,0,0.3,3.96,236,236,9,14,4,7,1274
11.96,1,36,0,0.5,10.64,5.76,0.3,53.2,138,234,10,15,0,7,1685
17.5,2,47.5,0.5,0.5,0,0,0.3,48.8,132,22,12,25,1,21,674
7.18,1,23,1,0.5,4,0,0.3,28.8,88,163,5,2,2,19,2586
10.9,2,39,0,0.5,0,0,0.3,39.8,144,198,11,9,4,6,1618
7.63,1,28.5,0,0.5,4,0,0.3,33.3,262,261,4,17,1,8,1422
7.26,1,27.5,0.5,0.5,7.2,0,0.3,36,234,223,3,6,1,21,1313
7.03,2,24,0.5,0.5,0,0,0.3,25.3,43,144,11,30,4,23,1969
10.1,1,31,1,0.5,9.64,5.76,0.3,48.2,138,244,9,25,1,19,1880
9.58,1,28,0.5,0.5,5.86,0,0.3,35.16,4,116,4,5,3,1,1617
11.2,1,37,0,0.5,7.55,0,0.3,45.35,138,33,9,24,0,9,1688
6.82,1,25.5,0,0.5,6.58,0,0.3,32.88,236,13,1,9,1,12,1755
11.8,2,32.5,0,0.5,0,0,0.3,33.3,138,132,3,11,6,10,4
8.2,1,28.5,0,0.5,7.01,5.76,0.3,42.07,138,141,3,28,2,10,1842
12.3,1,43,0,0.5,9.9,5.76,0.3,59.46,138,50,5,16,2,7,1760
6.7,1,22,1,0.5,4.5,0,0.3,28.3,138,145,3,2,4,17,2132
8.16,1,25.5,0.5,0.5,6.51,5.76,0.3,39.07,263,138,12,10,0,5,1781
10,1,30.5,0.5,0.5,6.36,0,0.3,38.16,88,41,11,7,2,21,2093
8.7,1,26,0.5,0.5,8.26,5.76,0.3,41.32,230,106,1,17,2,23,1659
20.81,2,55.5,0,0.5,0,0,0.3,56.3,132,14,2,19,0,19,2090
13.9,2,46,0.5,0.5,0,0,0.3,47.3,132,33,3,9,4,21,1097
15,1,40.5,0,0.5,9.4,5.76,0.3,56.46,88,138,5,1,1,14,1418
5.5,1,21.5,0,0.5,2.5,0,0.3,24.8,87,50,5,26,5,11,5134
46.35,2,155,0,0.5,0,13.27,0.3,169.07,132,265,6,18,0,13,902
10.06,1,29.5,0,0.5,7.21,5.76,0.3,43.27,138,162,6,5,1,15,2101
12.2,1,38.5,1,0.5,8,5.76,0.3,54.06,138,88,4,3,1,17,2139
20,2,62,0,0.5,0,5.76,0.3,68.56,132,69,3,30,4,6,2028
6,1,31,1,0.5,4.92,0,0.3,37.72,148,238,5,15,1,19,2830
6.3,1,23,0.5,0.5,6.05,0,0.3,30.35,36,28,5,4,4,20,1989
12.7,1,40,1,0.5,9.5,5.76,0.3,57.06,162,138,4,16,0,16,2007
15.31,1,85,0,0,0,0,0.3,85.3,231,1,6,29,4,13,1525
8.05,1,26,1,0.5,5.56,0,0.3,33.36,52,14,2,27,1,17,1595
8.76,1,27.5,0,0.5,6.81,5.76,0.3,40.87,162,138,7,17,1,7,1913
9.63,1,36,0.5,0.5,7.46,0,0.3,44.76,163,95,6,16,5,0,2245
3.29,1,21.5,0,0.5,2.58,0,0.3,24.88,113,50,5,4,4,12,3060
22.7,1,63,0,0.5,16.45,2.16,0.3,82.41,138,27,6,24,6,19,1257
9.62,1,34.5,0,0.5,7.06,0,0.3,42.36,161,138,10,12,4,9,2870
8.69,1,28,0,0.5,6.22,5.76,0.3,42.73,263,138,5,4,4,9,2297
10.7,1,40.5,0,0.5,9.41,5.76,0.3,56.47,138,163,3,4,6,11,2435
15.73,1,44.5,0.5,0.5,9.16,0,0.3,54.96,161,16,8,20,0,21,1871
6.33,1,22,0,0.5,3.2,0,0.3,26,170,97,10,11,3,8,4025.000000000001
12.48,1,35.5,1,0.5,7.46,0,0.3,44.76,261,127,2,26,0,19,1520
11.79,1,37,0,0.5,7.56,0,0.3,45.36,132,37,9,3,0,15,1573
23.44,1,61.5,0.5,0.5,13.71,5.76,0.3,82.27,132,220,5,23,2,0,1566
12.57,1,40,0,0.5,9.31,5.76,0.3,55.87,138,161,6,6,2,7,35
10.1,1,33.5,0.5,0.5,8.7,0,0.3,43.5,263,134,10,2,1,22,3972.000000000001
4.06,2,22.5,0,0.5,0,0,0.3,23.3,114,142,4,18,2,14,2920
12.38,1,39,1,0.5,9.31,5.76,0.3,55.87,138,234,3,26,0,17,1654
15,2,43,1,0.5,0,0,0.3,44.8,132,179,3,19,0,17,2440
4.8,1,35.5,0.5,0.5,7.36,0,0.3,44.16,234,255,9,15,5,0,2304
9.84,1,32,0,0.5,7.71,5.76,0.3,46.27,239,138,2,16,4,9,106
5.9,2,23,0.5,0.5,0,0,0.3,24.3,37,148,3,10,5,22,1910
16.7,1,45,0,0.5,10.31,5.76,0.3,61.87,138,50,8,20,0,9,1361
8.89,1,32.5,0.5,0.5,6.76,0,0.3,40.56,79,14,2,16,4,21,2262
8.14,1,26,0.5,0.5,6.82,0,0.3,34.12,138,36,9,25,1,23,2988
9,1,33,0,0.5,7.9,5.76,0.3,47.46,162,138,5,3,3,15,2183
7.2,1,22.5,0,0.5,4.66,0,0.3,27.96,13,141,9,23,6,13,1393
8.73,1,26.5,1,0.5,3.7,0,0.3,32,170,244,11,5,0,19,1258
10.11,1,30,0.5,0.5,6.26,0,0.3,37.56,68,128,4,24,1,20,3550
4.04,1,22,0,0.5,4.56,0,0.3,27.36,161,237,1,8,0,7,2149
5.7,1,22,0.5,0.5,4.65,0,0.3,27.95,264,264,5,24,3,23,840
8.82,1,27,0,0.5,10.07,5.76,0.3,43.63,138,170,9,4,1,15,1065
5.65,1,21.5,1,0.5,4.66,0,0.3,27.96,170,33,2,7,2,16,2075
3.5,2,27,0,0.5,0,0,0.3,27.8,170,237,7,11,2,9,1837
20.4,1,55,0,0.5,6.2,0,0.3,62,132,14,10,15,0,13,2648
8.16,2,27,0.5,0.5,0,0,0.3,28.3,50,244,3,18,6,4,1897
9.66,1,30,0.5,0.5,7.41,5.76,0.3,44.47,138,230,9,23,6,20,1682
12.99,2,37,0,0.5,0,0,0.3,37.8,113,136,6,17,6,6,3584
13.69,1,40,0.5,0.5,10.32,0,0.3,51.62,230,138,8,31,4,3,1300
7.62,1,24.5,0.5,0.5,6.45,0,0.3,32.25,238,148,1,28,6,20,1712
9.89,1,30.5,0.5,0.5,6.36,0,0.3,38.16,231,168,1,7,6,20,1860
0.1,2,3,0,0.5,0,0,0.3,3.8,186,100,6,8,4,14,2060
8.34,1,31.5,1,0.5,4,5.76,0.3,43.06,186,257,9,20,3,20,1361
4.09,1,22,0,0.5,0,0,0.3,22.8,125,141,4,19,3,12,48
10.2,1,30,0.5,0.5,9.25,5.76,0.3,46.31,138,161,2,26,0,22,4295
8.1,1,33.5,0,0.5,5.15,0,0.3,39.45,88,37,10,16,1,12,16
0.24,2,3,0.5,0.5,0,0,0.3,4.3,140,140,12,23,6,4,3450
7.1,1,24,0,0.5,4.95,0,0.3,29.75,164,41,10,15,0,6,1677
11.3,1,34.5,0.5,0.5,8.3,5.76,0.3,49.86,138,50,3,25,6,21,3221
10.24,1,35,1,0.5,8.51,5.76,0.3,51.07,100,138,3,28,2,16,7
16.19,1,50,0,0.5,10.16,0,0.3,60.96,138,26,8,20,0,9,1657
7.4,1,26.5,0,0.5,5.46,0,0.3,32.76,231,162,10,4,3,10,2694
10.22,1,29,0,0.5,7.11,5.76,0.3,42.67,233,138,9,3,0,10,1662
9.44,1,27,0.5,0.5,5.66,0,0.3,33.96,186,243,2,26,0,22,72
12.8,2,36.5,0,0.5,0,5.76,0.3,43.06,138,220,2,10,5,18,2666
16.78,1,85.5,1,0.5,15,12.5,0.3,114.8,186,1,10,15,0,16,1758
8.51,1,25,1,0.5,6.7,0,0.3,33.5,132,95,2,7,2,19,2407
2.2,1,80,0,0,1.11,0,0.3,81.41,1,1,5,3,3,9,3304
10.96,1,46,1,0.5,10.71,5.76,0.3,64.27,138,158,10,4,3,19,1155
13.74,1,96,0,0.5,21.86,12.5,0.3,131.16,113,1,1,6,5,12,914
5.65,1,25,0,0.5,5.16,0,0.3,30.96,237,246,10,14,6,15,1862
10.2,1,30.5,0,0.5,7.4,5.76,0.3,44.46,161,138,11,28,2,11,1561
9.31,1,27,0,0.5,6.71,5.76,0.3,40.27,162,138,5,13,6,14,2770
13.9,1,41.5,1,0.5,12.25,5.76,0.3,61.31,138,209,10,11,3,15,2235
11.81,1,46,0.5,0.5,9.46,0,0.3,56.76,148,243,3,4,6,2,1741
9.7,2,30.5,0.5,0.5,0,0,0.3,31.8,256,151,6,17,6,21,27
8.05,1,23,0.5,0.5,4,5.76,0.3,34.06,262,138,8,17,4,5,1514
12.4,1,36.5,0.5,0.5,7.55,0,0.3,45.35,132,260,9,13,3,21,1827
5.6,1,23.5,1,0.5,5.05,0,0.3,30.35,45,161,1,17,2,18,1002
6.8,1,23.5,0,0.5,4.86,0,0.3,29.16,238,13,2,5,0,8,1505
7.2,1,32.5,1,0.5,2.37,0,0.3,36.67,163,13,2,15,3,19,2428
8.89,1,26,0.5,0.5,5.46,0,0.3,32.76,163,127,3,4,6,0,2937
8.97,1,30.5,0,0.5,9.26,5.76,0.3,46.32,170,138,10,12,4,8,1477
10.1,1,30.5,0.5,0.5,7.5,5.76,0.3,45.06,138,163,4,15,6,23,992
5.49,1,24.5,1,0.5,5.26,0,0.3,31.56,233,65,2,15,3,17,1391
11.28,1,40.5,0,0.5,11.76,5.76,0.3,58.82,138,163,1,8,0,15,1571
20.2,1,53,0.5,0.5,13.55,0,0.3,67.85,132,65,3,7,2,5,100
7.18,1,28.5,0.5,0.5,4.47,0,0.3,36.22,246,17,2,15,3,23,1385
12.64,1,37,0,0.5,0,5.76,0.3,43.56,230,138,4,8,6,8,1704
12.45,1,40.5,0,0.5,9.41,5.76,0.3,56.47,138,100,4,6,4,7,1700
3.8,1,21.5,0,0.5,4.45,0,0.3,26.75,230,144,3,8,3,12,2796
6.8,1,28.5,0.5,0.5,5.96,0,0.3,35.76,68,49,5,22,1,21,2577
0.04,2,2.5,0,0.5,0,0,0.3,3.3,10,10,6,8,4,6,41
10.46,1,29.5,0.5,0.5,9.14,5.76,0.3,45.7,138,233,3,5,0,23,32
19.42,1,55.5,0,0.5,0,5.76,0.3,62.06,85,250,10,19,4,6,2173
11.48,1,33.5,0.5,0.5,4,0,0.3,38.8,231,95,2,6,1,21,2940
12,1,36,0.5,0.5,8,0,0.3,45.3,52,151,9,14,4,21,2687
10.19,1,33.5,0.5,0.5,1.74,0,0.3,36.54,138,113,3,17,5,22,2592
6.31,1,25.5,0,0.5,2.63,0,0.3,28.93,238,13,10,5,4,8,2850
12.96,1,55,0,0,16.45,10.5,0.3,82.25,125,1,3,6,1,13,1942
9.5,1,27,0.5,0.5,6.8,5.76,0.3,40.86,138,233,10,5,4,22,1425
28.97,1,76.5,0,0.5,37,5.76,0.3,120.06,132,265,8,17,4,6,1320
8.21,2,36.5,0,0.5,0,5.54,0.3,42.84,138,238,11,9,4,15,2135
11.4,1,45.5,0,0.5,10.4,5.76,0.3,62.46,234,138,5,3,3,16,1510
4.73,1,22.5,0,0.5,4.66,0,0.3,27.96,125,239,4,4,2,11,3660.000000000001
4.2,1,25,1,0.5,6.7,0,0.3,33.5,186,261,3,6,1,16,1135
12.18,1,43.5,0,0.5,10.01,5.76,0.3,60.07,138,113,7,18,2,9,1582
4.11,1,21.5,0,0.5,4.46,0,0.3,26.76,164,13,6,27,2,13,2778
3.27,1,25.5,0,0.5,6.58,0,0.3,32.88,43,186,6,6,2,11,3437
9.11,1,29.5,0,0.5,9.02,5.76,0.3,45.08,161,138,6,27,2,7,2831
5.82,1,26,0.5,0.5,5.46,0,0.3,32.76,114,75,3,16,4,20,1643
6.1,1,22.5,0.5,0.5,4.75,0,0.3,28.55,164,225,2,15,3,2,2189
11.9,1,33,0,0.5,6.75,0,0.3,40.55,138,54,8,18,5,12,2810
5.98,1,26.5,0,0.5,5.46,0,0.3,32.76,262,246,10,13,5,18,65
5,1,23,1,0.5,3.72,0,0.3,28.52,13,161,9,13,3,18,1465
8.27,1,30.5,0.5,0.5,6.36,0,0.3,38.16,88,226,6,5,1,0,3140
7.1,1,23,0.5,0.5,4.85,0,0.3,29.15,148,7,9,21,4,2,2100
8.62,1,25.5,0,0.5,6.41,5.76,0.3,38.47,170,138,11,28,2,6,2255
7.98,1,25,0.5,0.5,6.58,0,0.3,32.88,231,74,5,21,0,20,1911
4.6,1,23,0,0.5,4.75,0,0.3,28.55,161,13,4,5,3,11,1310
4.69,1,29.5,1,0.5,7.82,0,0.3,39.12,68,166,5,15,1,17,1369
4,1,23,1,0.5,4.46,0,0.3,29.26,80,114,6,14,3,17,1759
4.6,1,22,1,0.5,4.75,0,0.3,28.55,88,48,7,27,4,17,2014
8.85,1,28.5,0.5,0.5,7.11,5.76,0.3,42.67,138,48,6,24,6,23,1291
12.65,1,44.5,0.5,0.5,12.89,5.76,0.3,64.45,170,131,8,17,4,23,2227
7.03,1,30,0.5,0.5,6.26,0,0.3,37.56,114,42,3,18,6,3,2307
13.44,1,41,1,0.5,12.14,5.76,0.3,60.7,142,14,3,5,0,19,1605
4.5,1,24,0,0.5,0,0,0.3,24.8,164,238,11,10,5,13,3168
6.76,1,23,0,0.5,1.19,0,0.3,24.99,237,244,8,22,2,8,1719
8,1,33.5,0,0.5,8,5.76,0.3,48.06,162,138,5,23,2,14,2035
6.55,1,22,0,0.5,4.56,0,0.3,27.36,13,229,10,16,1,7,2202
6.43,1,25.5,0,0.5,4,0,0.3,30.3,262,79,4,14,5,18,1634
8.22,1,24.03,0,0.5,0,5.76,0.3,30.59,13,22,10,31,2,13,1766
17.44,1,48.5,0.5,0.5,14.94,0,0.3,64.74,148,210,6,14,3,21,2084
4.8,1,23,0,0.5,3.5,0,0.3,27.3,68,236,8,22,2,13,1152
9.88,1,32,0,0.5,7.71,5.76,0.3,46.27,229,138,9,12,2,14,3202
12.7,1,54.5,0,0,10,16,0.3,80.8,231,1,10,16,1,14,2358
6.6,1,22.5,1,0.5,4.85,0,0.3,29.15,88,239,5,21,0,19,1204
24.1,1,75,0,0.5,16.31,5.76,0.3,97.87,50,7,2,16,4,11,3171
18.9,1,55,0,0.5,11.15,0,0.3,66.95,261,138,5,3,3,13,3598
6.52,1,24,0.5,0.5,6.32,0,0.3,31.62,144,37,2,24,5,3,2230
8.06,1,28,0.5,0.5,4,0,0.3,33.3,43,181,5,15,1,0,2092
9.35,2,32,0,0.5,0,5.76,0.3,38.56,100,138,12,12,2,14,3220
8.68,1,27,0,0.5,5.56,0,0.3,33.36,263,13,6,5,1,8,3086
10.5,1,31,0.5,0.5,7.6,5.76,0.3,45.66,161,138,9,25,1,5,1379
10.3,1,37,1,0.5,13.35,5.76,0.3,57.91,138,239,5,24,3,18,1768
4.06,1,24.5,0,0.5,5.06,0,0.3,30.36,43,234,10,5,4,8,2117
4.7,1,22,1,0.5,5.95,0,0.3,29.75,43,90,4,5,3,15,65
6.02,1,21.5,0.5,0.5,5.7,0,0.3,28.5,88,161,4,3,1,20,2463
8.44,1,25.5,0.5,0.5,5.36,0,0.3,32.16,43,65,3,5,0,22,1290
8.29,2,31.5,0.5,0.5,0,0,0.3,32.8,114,42,7,7,5,23,1615
11.73,1,36.5,0.5,0.5,7.56,0,0.3,45.36,138,181,11,30,4,21,1737
18.3,1,75,0,0,18,14.8,0.3,108.1,230,1,1,7,6,10,1488
7.8,1,22.5,0.5,0.5,7.35,5.76,0.3,36.91,138,236,9,2,6,23,1801
5.43,1,28.5,1,0.5,6.7,0,0.3,37,263,50,8,9,3,16,989
10.26,1,35,0.5,0.5,7.26,0,0.3,43.56,138,50,5,25,4,23,2657
5.7,1,23,1,0.5,0,0,0.3,24.8,263,68,2,10,5,18,3735.000000000001
12.68,1,38,0,0.5,13.37,5.76,0.3,57.93,138,68,2,24,5,11,2393
8.3,1,26,0,0.5,4.82,0,0.3,31.62,138,170,3,5,0,15,1747
10.4,1,35.5,0,0.5,7,5.76,0.3,49.06,79,138,3,8,3,15,2105
9.91,1,29,0,0.5,7.11,5.76,0.3,42.67,229,138,4,16,0,15,4525
8.27,1,24.5,0,0.5,6.21,5.76,0.3,37.27,138,116,9,3,0,19,2211
9.33,1,28,0.5,0.5,7.01,5.76,0.3,47.02,170,138,12,10,0,5,2366
9.9,1,32,1,0.5,7.9,5.76,0.3,47.46,230,257,2,26,0,17,2323
9.6,1,28,0.5,0.5,4,0,0.3,33.3,138,144,6,4,0,21,1380
6.4,1,23.5,0.5,0.5,4.95,0,0.3,29.75,142,37,3,28,2,21,1433
5.89,1,25,0,0.5,5.16,0,0.3,30.96,239,243,8,29,2,15,1570
7.1,1,23,0,0.5,4.75,0,0.3,28.55,13,237,4,3,1,8,1732
0.29,1,3,0,0.5,0.76,0,0.3,4.56,137,170,8,9,3,11,2147
7.54,1,22,1,0.5,5.32,5.76,0.3,34.88,138,263,2,14,2,19,1439
10.11,1,31.5,0,0.5,0,5.76,0.3,38.06,138,48,6,17,6,9,1546
7.2,1,25.5,0,0.5,5.25,0,0.3,31.55,138,162,4,15,6,18,1508
5.4,1,24,0.5,0.5,7.55,0,0.3,32.85,186,226,8,20,0,22,1661
2.9,1,22,0,0.5,4.55,0,0.3,27.35,236,68,3,26,0,11,1732
8.67,1,27.5,0,0.5,5.66,0,0.3,33.96,237,13,9,12,2,10,1436
19.89,2,56,0.5,0.5,0,0,0.3,57.3,132,181,1,21,6,20,2213
9.4,1,27.5,0.5,0.5,6.9,5.76,0.3,41.46,138,141,5,25,4,22,1514
20.08,1,54.5,0,0.5,11.06,0,0.3,66.36,132,54,8,8,2,10,3318
11.78,1,43.5,0,0.5,10.01,5.76,0.3,60.07,138,100,10,11,3,15,1610
5.9,1,23,0.5,0.5,4.86,0,0.3,29.16,249,7,10,4,3,22,1969
12.43,1,39.5,0.5,0.5,8.16,0,0.3,48.96,132,188,10,4,3,20,19
18.3,2,49,0,0.5,0,5.76,0.3,55.56,132,259,12,24,0,7,776
2.1,1,22,0,0.5,4.56,0,0.3,27.36,50,170,5,23,2,12,3596
8.6,1,29.5,1,0.5,7.8,0,0.3,39.1,230,52,2,7,2,19,3063
6.32,1,24.5,0.5,0.5,5.16,0,0.3,30.96,238,179,5,24,3,20,1647
4.67,1,24.5,0,0.5,5.06,0,0.3,30.36,13,186,9,14,4,9,1873
7.2,1,28,0,0.5,5.76,0,0.3,34.56,97,233,7,17,1,9,1393
0.1,1,3,0,0.5,1.1,0,0.3,4.9,230,230,8,9,3,15,1593
21.34,1,61.68,0,0.5,0,0,0.3,62.48,232,203,10,18,3,12,45
6.9,1,26,0,0.5,5.35,0,0.3,32.15,264,264,3,25,6,17,2901
4.4,1,31.5,0,0.5,9.65,0,0.3,41.95,140,141,6,27,2,9,1654
7.78,1,27.5,1,0.5,6,5.76,0.3,41.06,138,170,6,15,4,16,1157
8.96,1,31,0.5,0.5,6.46,0,0.3,38.76,246,225,9,2,6,5,2041
12.5,1,43.5,0,0.5,10,5.76,0.3,60.06,138,48,11,28,2,8,5595
17.46,1,67.5,0,0,16.76,16,0.3,100.56,230,1,5,2,2,14,1959
4.6,1,28,0.5,0.5,5.85,0,0.3,35.15,261,255,11,29,3,23,2034
7.8,1,28,0,0.5,5.75,0,0.3,34.55,138,80,9,21,4,14,1030
18.94,2,68,0.5,0,0,14.5,0.3,83.3,163,1,10,20,5,4,85617
8.7,1,28,0,0.5,8.6,5.76,0.3,43.16,138,238,4,7,5,17,2143
15.05,1,44.5,0,0.5,4,5.76,0.3,55.06,138,87,1,29,0,10,2493
7.24,1,24.5,0,0.5,5.06,0,0.3,30.36,230,13,5,4,4,10,28
11.83,1,35,0.5,0.5,7.26,0,0.3,43.56,162,185,5,2,2,23,1949
8.1,1,25,0,0.5,6.31,5.76,0.3,37.87,138,233,2,15,3,12,2098
3.8,1,22,0,0.5,3.42,0,0.3,26.22,161,231,3,28,2,10,2653
25.8,1,72,0.5,0.5,24.35,7.92,0.3,105.57,162,201,3,8,3,21,2106
16.73,2,50,0.5,0.5,0,0,0.3,51.3,132,188,6,16,5,22,2005
15.22,1,42,0.5,0.5,8.66,0,0.3,51.96,138,133,11,4,6,21,2795
5.8,1,24,1,0.5,5.15,0,0.3,30.95,161,88,6,27,2,17,2108
9.03,1,34.5,0,0.5,8.21,5.76,0.3,49.27,138,141,5,22,1,12,1905
9.6,2,36,1,0.5,0,0,0.3,37.8,138,97,8,1,2,16,1127
5.45,1,35,0,0.5,8.95,0,0.3,44.75,88,48,10,12,4,15,54
10.44,1,35.5,0,0.5,8.41,5.76,0.3,50.47,138,114,6,4,0,14,2107
8.4,1,30,0.5,0.5,6.26,0,0.3,37.56,114,152,10,6,5,23,2117
6.3,1,21.5,0,0.5,4.45,0,0.3,26.75,141,125,3,6,1,6,2550
8.55,1,25.5,0.5,0.5,5.36,0,0.3,32.16,13,228,10,15,0,0,2292
9.95,1,34.5,1,0.5,10.52,5.76,0.3,52.58,138,68,3,26,0,17,1634
19.7,1,70,0.5,0,17.3,15.89,0.3,103.99,161,1,3,29,3,3,2017
9.81,1,34.5,0,0.5,8.21,5.76,0.3,49.27,138,144,9,14,4,13,1050
7.15,1,22,0.5,0.5,4.66,0,0.3,27.96,48,244,4,5,3,1,1589
6,1,28.5,0,0.5,4.5,5.76,0.3,39.56,138,170,9,14,4,11,2424
0.4,1,3,0,0.5,0.75,0,0.3,4.55,68,68,7,28,5,11,2896
15.57,1,48,0,0.5,10,5.76,0.3,64.56,143,138,8,16,3,13,1152
9.92,1,54.5,0,0.5,12.21,5.76,0.3,73.27,138,230,9,13,3,8,1318
9.61,1,28.5,1,0.5,7.21,5.76,0.3,43.27,138,107,2,26,0,18,1940
11.34,1,37.5,0,0.5,6.61,5.76,0.3,50.67,142,138,5,24,3,7,1696
11.9,1,34.5,0.5,0.5,10.39,5.76,0.3,51.95,234,134,5,15,1,22,3448
0.01,2,2.5,0,0.5,0,0,0.3,3.3,239,239,1,20,5,16,1816
13.15,1,39,1,0.5,8.16,0,0.3,48.96,138,261,9,20,3,19,1697
7.9,2,32,0,0.5,0,0,0.3,32.8,43,45,6,7,3,12,804
6,1,29.5,0.5,0.5,6.16,0,0.3,36.96,249,236,10,28,6,0,1608
7.8,1,27,0,0.5,5.55,0,0.3,33.35,13,263,6,6,2,15,3589
7.75,1,23,0.5,0.5,4.08,0,0.3,28.38,138,255,10,4,3,21,3494
10.83,1,45.5,0,0.5,10.41,5.76,0.3,62.47,138,230,3,8,3,8,1322
8.88,1,27,0.5,0.5,7.08,0,0.3,35.38,231,7,2,24,5,1,1526
12.7,1,37.5,0.5,0.5,7.75,0,0.3,46.55,132,25,10,16,1,5,2432
9.16,2,30,0,0.5,0,5.76,0.3,36.56,140,138,12,2,6,19,1914
29.3,1,84.5,1,0.5,20.55,16.5,0.3,123.35,263,265,11,26,0,19,1620
5.75,1,21.5,0.5,0.5,4.56,0,0.3,27.36,234,166,12,19,2,21,2245
6.06,1,27,0.5,0.5,5.66,0,0.3,33.96,246,263,4,6,4,20,73
7.5,1,25,0,0.5,5.15,0,0.3,30.95,186,244,2,15,3,13,1512
5.61,1,23,0,0.5,4.76,0,0.3,28.56,236,113,3,6,1,12,2274
15,1,42,0,0.5,9.7,5.76,0.3,58.26,87,138,10,4,3,12,2699
12.3,1,40,1,0.5,10.45,0,0.3,52.25,132,252,8,9,3,16,1945
9.32,1,28,0,0.5,4,5.76,0.3,38.56,138,186,10,13,5,10,1230
8.5,1,32.5,1,0.5,2.7,0,0.3,37,48,95,5,22,1,19,38
9.22,1,29,0,0.5,7.11,5.76,0.3,42.67,138,141,3,28,2,12,1695
12.04,1,39,0,0.5,11.39,5.76,0.3,56.95,138,230,3,28,2,15,1255
14.5,1,40,0.5,0.5,8.25,0,0.3,49.55,132,80,3,17,5,22,1425
12.3,1,39.5,0,0.5,8.06,0,0.3,48.36,114,134,4,15,6,14,1879
6.2,1,24,1,0.5,7,0,0.3,32.8,132,130,11,5,0,18,1496
5.42,1,22,1,0.5,4.76,0,0.3,28.56,186,97,1,8,0,17,1955
8.6,1,32.5,0,0.5,6.66,0,0.3,39.96,48,138,10,16,1,12,1050
6,1,32.5,0.5,0.5,0.32,0,0.3,34.12,161,13,9,22,5,20,1945
6.42,1,28.5,0.5,0.5,5.96,0,0.3,35.76,143,148,10,27,5,20,1941
8.1,1,34,1,0.5,6.23,5.76,0.3,47.79,90,257,5,14,0,17,1870
6.4,1,23,0,0.5,4.75,0,0.3,28.55,163,88,5,26,5,10,2801
7.69,1,22.5,0,0.5,5.81,5.76,0.3,34.87,263,138,5,14,0,12,1622
4.2,1,23,1,0.5,4.95,0,0.3,29.75,113,255,3,8,3,19,2728
6.34,1,47,1,0.5,12.2,0,0.3,61,239,148,10,11,3,18,1979
14.57,1,60,0,0,7.8,10.5,0.3,78.6,88,1,4,25,2,12,1372
0.21,1,40,0,0,0,0,0.3,40.3,148,79,6,17,6,4,3110
9.66,1,29,0.5,0.5,10.82,5.76,0.3,46.88,138,229,1,5,4,21,1698
0.28,2,3,0.5,0.5,0,0,0.3,4.3,68,68,6,7,3,0,2429
9.1,1,29,0,0.5,7,0,0.3,36.8,75,13,1,9,1,9,5894
9.7,1,29.5,0.5,0.5,4,0,0.3,34.8,45,223,7,29,6,0,1868
11.4,1,32.5,0.5,0.5,7.9,5.76,0.3,47.46,249,14,3,17,5,0,1411
4,1,25.5,0,0.5,5.25,0,0.3,31.55,181,144,2,5,0,8,1388
11.29,1,41,1,0.5,4.86,5.76,0.3,53.42,163,138,9,14,4,17,1746
8.57,1,33.5,0,0.5,8.01,5.76,0.3,48.07,138,233,12,11,1,11,2520
9.9,1,33,0,0.5,6.76,0,0.3,40.56,138,25,6,16,5,12,1430
6.81,1,21.5,0,0.5,2.25,0,0.3,24.55,88,262,1,8,0,15,863
4.81,1,27,0,0.5,5.56,0,0.3,33.36,186,151,5,26,5,11,2454
13.68,1,43,0,0.5,9.91,5.76,0.3,59.47,234,131,9,23,6,17,2234
9.57,1,40.5,1,0.5,8.46,0,0.3,50.76,100,138,9,13,3,16,1735
13.11,1,38.5,0,0.5,9.01,5.76,0.3,54.07,138,87,6,3,6,15,2292
6.6,1,21.5,1,0.5,7.25,5.76,0.3,36.31,68,195,4,5,3,18,2194
8.3,1,29.5,1,0.5,7.4,5.76,0.3,44.46,138,162,6,26,1,17,1628
10.3,2,37.5,0,0.5,0,5.76,0.3,44.06,48,138,6,17,6,15,1608
22.05,1,57.5,0,0.5,5.83,0,0.3,64.13,138,132,12,8,5,19,1528
8.4,2,26.5,1,0.5,0,5.76,0.3,34.06,138,161,8,2,3,18,1616
6.5,1,21.5,0,0.5,5.55,0,0.3,27.85,88,233,6,6,2,11,1501
